CustomerID,Age,Gender,MaritalStatus,IncomeLevel,total_spent,avg_spent,std_spent,transaction_count,min_spent,max_spent,transaction_period_days,spent_books,spent_clothing,spent_electronics,spent_furniture,spent_groceries,total_interactions,resolved_interactions,resolution_rate,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
130,68,M,Divorced,Low,552.23,276.115,163.06589480942972,2,160.81,391.42,216,0.0,0.0,552.23,0.0,0.0,1.0,0.0,0.0,2023-02-25,47,Mobile App,0
303,57,F,Married,High,948.96,316.32,125.95988567794112,3,201.88,451.28,124,0.0,295.8,653.16,0.0,0.0,1.0,1.0,1.0,2023-05-20,34,Online Banking,0
941,33,M,Widowed,High,1440.83,240.13833333333332,142.43643542530353,6,97.12,430.46,313,149.53,477.68,0.0,813.62,0.0,0.0,0.0,0.0,2023-09-22,16,Website,0
535,48,M,Married,High,2145.98,268.2475,79.41691251148677,8,147.61,369.51,275,936.63,353.88,0.0,855.4699999999999,0.0,0.0,0.0,0.0,2023-06-26,17,Mobile App,0
567,43,M,Married,Medium,472.36,472.36,0.0,1,472.36,472.36,0,0.0,0.0,0.0,0.0,472.36,0.0,0.0,0.0,2023-11-27,41,Online Banking,0
305,68,M,Married,High,288.26,288.26,0.0,1,288.26,288.26,0,0.0,0.0,0.0,0.0,288.26,0.0,0.0,0.0,2023-07-15,9,Mobile App,0
512,19,F,Single,High,1362.35,272.46999999999997,203.34237421157448,5,29.73,470.01,243,29.73,0.0,0.0,554.26,778.36,0.0,0.0,0.0,2023-08-02,48,Mobile App,0
445,43,M,Divorced,High,1002.46,200.49200000000002,176.50162285372903,5,27.91,474.26,254,556.68,27.91,262.76,155.11,0.0,2.0,1.0,0.5,2023-05-27,30,Online Banking,0
324,57,F,Married,High,1369.7,228.28333333333333,157.38534196889705,6,78.05,429.99,272,217.98000000000002,145.07,427.35,0.0,579.3,2.0,0.0,0.0,2023-02-23,4,Mobile App,0
151,61,M,Single,Medium,334.2,334.2,0.0,1,334.2,334.2,0,0.0,0.0,0.0,334.2,0.0,2.0,1.0,0.5,2023-06-02,36,Mobile App,0
859,51,M,Widowed,High,2320.9,257.8777777777778,129.92819303155278,9,39.51,464.12,312,377.86,631.15,764.53,0.0,547.36,0.0,0.0,0.0,2023-07-24,16,Website,0
733,23,M,Divorced,Low,681.14,227.04666666666665,116.10417491775794,3,101.43,330.42,307,0.0,0.0,249.29,0.0,431.85,2.0,0.0,0.0,2023-01-15,6,Online Banking,1
160,37,M,Married,Medium,2053.13,256.64125,124.30605070177167,8,50.47,422.9,325,748.9,0.0,219.87,488.46,595.9,2.0,1.0,0.5,2023-05-02,43,Online Banking,1
779,44,F,Widowed,Low,1563.06,260.51,170.49893653627285,6,99.08,490.68,318,99.08,156.48,352.96000000000004,0.0,954.54,1.0,1.0,1.0,2023-07-17,2,Mobile App,0
509,21,F,Married,Medium,2446.54,271.8377777777778,160.00182848781589,9,91.13,468.44,316,394.75,895.23,225.93,91.13,839.5,1.0,0.0,0.0,2023-08-08,22,Website,1
141,38,F,Widowed,Medium,2483.75,354.82142857142856,152.52920468209484,7,142.43,485.11,266,0.0,899.6600000000001,805.05,142.43,636.61,2.0,2.0,1.0,2023-06-28,41,Online Banking,0
771,55,F,Divorced,Medium,1500.63,214.3757142857143,159.54082172045528,7,37.04,471.73,296,302.14,0.0,80.66,689.09,428.74,2.0,1.0,0.5,2023-04-13,6,Online Banking,0
511,54,M,Divorced,High,2027.8799999999999,225.32,126.05009549778215,9,7.23,424.16,329,740.78,331.33,170.6,428.15,357.02,1.0,1.0,1.0,2023-02-12,19,Online Banking,1
167,42,F,Single,Low,2356.35,294.54375,148.1075976576778,8,143.19,483.63,360,595.6700000000001,148.79,297.02,679.0,635.87,1.0,1.0,1.0,2023-03-03,40,Website,0
841,45,M,Widowed,Low,1829.46,228.6825,145.31214714242873,8,30.82,404.29,344,270.02,398.25,671.76,489.42999999999995,0.0,1.0,0.0,0.0,2023-08-04,29,Website,1
888,65,M,Single,Medium,436.94,145.64666666666668,80.83672205955244,3,89.65,238.32,319,0.0,89.65,0.0,238.32,108.97,1.0,0.0,0.0,2023-09-04,1,Online Banking,0
93,30,F,Married,Low,848.07,169.614,117.1618300898377,5,43.8,359.19,191,168.79,0.0,182.01,0.0,497.27,2.0,2.0,1.0,2023-10-16,42,Mobile App,0
848,56,F,Single,High,690.1600000000001,345.08000000000004,88.06307852897267,2,282.81,407.35,12,0.0,0.0,407.35,282.81,0.0,2.0,1.0,0.5,2023-01-03,35,Mobile App,1
520,24,M,Married,High,1959.29,391.858,121.9078410931799,5,177.19,473.21,242,177.19,458.25,0.0,1323.85,0.0,2.0,2.0,1.0,2023-07-16,9,Mobile App,0
461,55,F,Married,High,449.87,449.87,0.0,1,449.87,449.87,0,0.0,0.0,449.87,0.0,0.0,2.0,0.0,0.0,2023-07-15,27,Online Banking,0
255,38,M,Divorced,Medium,2672.69,381.8128571428571,170.26864153588645,7,14.8,495.75,316,929.52,14.8,490.36,1238.01,0.0,1.0,0.0,0.0,2023-06-17,43,Mobile App,0
179,26,F,Single,High,412.58000000000004,206.29000000000002,164.50132157523842,2,89.97,322.61,8,0.0,0.0,89.97,0.0,322.61,0.0,0.0,0.0,2023-09-06,38,Website,0
69,60,F,Single,Low,1038.53,259.6325,126.81326833182717,4,132.16,421.42,262,612.75,132.16,0.0,293.62,0.0,1.0,1.0,1.0,2023-11-13,29,Mobile App,0
877,30,F,Married,High,2189.5499999999997,312.7928571428571,121.36767426766838,7,133.48,449.78,311,169.27,0.0,1113.75,0.0,906.53,0.0,0.0,0.0,2023-05-31,36,Website,0
90,22,M,Married,Medium,1229.96,204.99333333333334,149.93762365285994,6,6.53,433.71,356,143.65,704.78,0.0,266.03,115.5,1.0,1.0,1.0,2023-05-30,47,Online Banking,0
22,42,F,Divorced,Low,1582.73,263.78833333333336,143.2174139435099,6,89.96,463.48,260,402.9,218.65,0.0,497.7,463.48,2.0,2.0,1.0,2023-05-06,42,Mobile App,0
677,69,F,Married,Low,308.82,308.82,0.0,1,308.82,308.82,0,0.0,0.0,0.0,0.0,308.82,2.0,1.0,0.5,2023-07-05,7,Website,1
690,49,F,Widowed,High,638.06,212.68666666666664,36.31062837976414,3,175.32,247.84,243,0.0,214.9,175.32,0.0,247.84,0.0,0.0,0.0,2023-12-22,29,Online Banking,0
845,52,M,Divorced,Medium,2238.86,279.8575,116.35655126132163,8,62.8,404.14,333,490.96000000000004,681.54,404.14,599.42,62.8,0.0,0.0,0.0,2023-02-18,35,Online Banking,0
738,51,M,Divorced,High,675.36,225.12,169.73468384511165,3,50.37,389.35,44,0.0,0.0,0.0,675.36,0.0,2.0,0.0,0.0,2023-05-25,28,Mobile App,0
294,35,F,Widowed,Low,1882.08,313.68,84.31219674519222,6,198.08,403.54,283,603.63,0.0,0.0,1080.37,198.08,1.0,1.0,1.0,2023-03-19,22,Online Banking,0
273,45,F,Single,High,1562.83,223.26142857142855,143.35835023099415,7,24.61,389.51,226,305.62,1002.56,254.64999999999998,0.0,0.0,0.0,0.0,0.0,2023-08-30,40,Mobile App,0
362,64,M,Married,High,469.14,234.57,167.1459009368761,2,116.38,352.76,238,0.0,0.0,0.0,116.38,352.76,2.0,1.0,0.5,2023-08-14,5,Mobile App,1
615,34,F,Divorced,Low,481.67999999999995,160.55999999999997,131.7357536889663,3,17.32,276.52,75,0.0,0.0,0.0,17.32,464.36,2.0,1.0,0.5,2023-08-11,7,Online Banking,0
429,24,F,Married,Medium,1361.3899999999999,272.27799999999996,162.11005126148103,5,44.26,458.94,343,44.26,0.0,0.0,963.89,353.24,2.0,1.0,0.5,2023-01-11,10,Mobile App,0
893,31,M,Divorced,Low,3026.91,336.3233333333333,134.20918550904034,9,169.98,492.31,261,1384.17,0.0,976.81,483.22,182.71,2.0,1.0,0.5,2023-10-14,38,Mobile App,0
77,29,M,Divorced,High,1797.06,224.6325,127.62067328610989,8,12.77,460.67,327,357.34000000000003,1173.13,0.0,266.59,0.0,0.0,0.0,0.0,2023-10-15,29,Online Banking,0
559,46,F,Married,Medium,2151.66,307.38,122.8271017867528,7,156.5,490.24,248,964.79,156.5,251.49,778.88,0.0,1.0,0.0,0.0,2023-08-15,43,Website,0
980,52,F,Widowed,Low,2079.5,259.9375,110.1979512060002,8,96.13,414.75,312,0.0,152.64,691.53,643.0,592.33,1.0,0.0,0.0,2023-05-04,28,Online Banking,0
165,31,F,Widowed,Medium,181.34,181.34,0.0,1,181.34,181.34,0,0.0,181.34,0.0,0.0,0.0,0.0,0.0,0.0,2023-03-01,47,Mobile App,0
952,27,M,Widowed,Low,344.33,344.33,0.0,1,344.33,344.33,0,0.0,344.33,0.0,0.0,0.0,1.0,0.0,0.0,2023-03-20,39,Website,0
716,65,M,Divorced,Low,3220.3,357.81111111111113,151.4696266949619,9,20.38,487.46,314,845.8,20.38,1331.94,673.36,348.82,2.0,1.0,0.5,2023-01-11,47,Mobile App,1
734,58,M,Widowed,High,1047.12,209.42399999999998,199.22090108721022,5,22.45,460.14,249,0.0,0.0,847.39,102.77,96.96,2.0,1.0,0.5,2023-09-04,11,Mobile App,0
443,25,F,Single,Medium,1115.64,223.12800000000001,91.46327880630567,5,117.48,324.23,192,324.23,273.58,252.54000000000002,0.0,265.29,0.0,0.0,0.0,2023-06-08,28,Website,0
384,40,F,Married,Low,339.16999999999996,169.58499999999998,26.325585463575166,2,150.97,188.2,3,0.0,150.97,0.0,188.2,0.0,2.0,1.0,0.5,2023-12-26,33,Website,0
791,68,F,Divorced,Low,441.32,220.66,154.67253731674538,2,111.29,330.03,235,0.0,111.29,330.03,0.0,0.0,2.0,2.0,1.0,2023-12-21,42,Website,1
894,48,M,Widowed,Low,983.26,327.75333333333333,211.07998776135395,3,89.99,493.07,211,893.27,89.99,0.0,0.0,0.0,2.0,1.0,0.5,2023-08-21,37,Mobile App,0
306,48,F,Married,High,2285.6,253.95555555555555,133.6416433144167,9,107.8,478.42,336,1014.23,119.69,107.8,671.76,372.12,0.0,0.0,0.0,2023-05-03,17,Mobile App,0
115,68,F,Widowed,High,653.62,130.724,93.40802925873129,5,37.93,275.8,188,150.08,189.81,275.8,37.93,0.0,0.0,0.0,0.0,2023-09-21,14,Mobile App,0
639,32,F,Widowed,Medium,1874.22,234.2775,116.8680322598345,8,34.5,431.14,359,726.69,520.65,592.38,0.0,34.5,1.0,0.0,0.0,2023-03-30,29,Website,0
671,37,F,Divorced,High,2587.47,287.49666666666667,137.64842843272856,9,62.72,439.84,343,748.9200000000001,598.48,0.0,0.0,1240.07,1.0,1.0,1.0,2023-02-28,45,Online Banking,0
239,29,F,Married,Medium,2654.84,294.9822222222222,160.11318963297322,9,83.09,484.93,322,360.49,0.0,1715.5900000000001,578.76,0.0,1.0,0.0,0.0,2023-10-09,43,Mobile App,1
678,24,M,Divorced,High,864.3,216.075,51.143521257991885,4,165.75,287.35,218,0.0,0.0,208.32,165.75,490.23,1.0,1.0,1.0,2023-04-22,47,Online Banking,0
380,46,F,Single,High,1172.66,195.44333333333336,162.5315128418691,6,15.23,412.82,259,330.16,412.82,0.0,329.64,100.04,0.0,0.0,0.0,2023-06-10,16,Mobile App,0
749,47,M,Divorced,High,618.27,206.09,49.65791276322436,3,155.68,254.96,269,254.96,0.0,207.63,0.0,155.68,2.0,1.0,0.5,2023-02-26,44,Online Banking,0
210,25,M,Married,High,1727.27,246.75285714285715,116.92907832161704,7,48.96,381.46,218,0.0,430.41999999999996,368.96000000000004,345.58,582.31,0.0,0.0,0.0,2023-07-24,29,Online Banking,0
618,18,M,Divorced,Low,1025.54,146.50571428571428,66.38785176449649,7,58.19,265.52,322,0.0,158.63,190.56,142.62,533.73,2.0,2.0,1.0,2023-11-20,16,Mobile App,1
603,53,M,Single,High,1476.4,295.28000000000003,116.0375286275953,5,130.16,441.51,288,0.0,348.8,689.92,0.0,437.67999999999995,0.0,0.0,0.0,2023-06-16,30,Mobile App,0
42,47,M,Widowed,Medium,530.61,176.87,129.67451715738142,3,93.75,326.29,190,204.32,0.0,0.0,0.0,326.29,0.0,0.0,0.0,2023-07-17,10,Mobile App,0
378,32,M,Single,High,1333.6,333.4,208.75740402039236,4,26.85,471.05,302,835.7,0.0,26.85,0.0,471.05,2.0,1.0,0.5,2023-08-22,36,Website,0
669,55,F,Divorced,High,2232.41,279.05125,161.245623146579,8,62.98,479.52,249,839.52,0.0,373.76,638.88,380.25,2.0,1.0,0.5,2023-11-06,19,Website,0
546,25,M,Single,Low,575.05,287.525,196.3140556608212,2,148.71,426.34,4,0.0,0.0,426.34,0.0,148.71,2.0,2.0,1.0,2023-02-10,14,Online Banking,0
112,48,F,Divorced,High,750.17,250.05666666666664,78.5533680584947,3,188.01,338.38,343,338.38,223.78,0.0,188.01,0.0,1.0,1.0,1.0,2023-10-16,35,Website,0
415,41,F,Divorced,High,354.64,354.64,0.0,1,354.64,354.64,0,0.0,354.64,0.0,0.0,0.0,1.0,1.0,1.0,2023-06-18,36,Online Banking,0
142,35,M,Divorced,High,1391.99,278.398,102.52192531356404,5,157.67,395.87,183,531.6700000000001,553.54,0.0,0.0,306.78,1.0,0.0,0.0,2023-04-27,18,Mobile App,0
314,20,M,Single,Medium,536.29,268.145,286.63987588959077,2,65.46,470.83,69,470.83,0.0,0.0,0.0,65.46,1.0,0.0,0.0,2023-03-21,26,Mobile App,0
494,49,M,Single,Medium,269.73,269.73,0.0,1,269.73,269.73,0,0.0,0.0,269.73,0.0,0.0,1.0,1.0,1.0,2023-10-08,12,Mobile App,0
806,59,M,Single,High,421.3,140.43333333333334,111.19375896754877,3,54.87,266.12,83,266.12,100.31,54.87,0.0,0.0,1.0,1.0,1.0,2023-08-20,42,Online Banking,1
787,19,M,Married,Low,1255.38,156.9225,121.15480766947951,8,5.76,315.0,327,623.4200000000001,71.8,315.0,245.16,0.0,2.0,1.0,0.5,2023-05-10,14,Website,0
23,35,F,Divorced,Low,1490.74,372.685,80.6926954562803,4,273.08,457.01,292,871.87,0.0,0.0,0.0,618.87,2.0,1.0,0.5,2023-07-07,19,Mobile App,0
697,39,M,Married,High,489.1,244.55,111.32689163001001,2,165.83,323.27,54,165.83,0.0,0.0,323.27,0.0,0.0,0.0,0.0,2023-07-11,12,Online Banking,0
482,38,M,Single,Medium,2624.42,291.6022222222222,170.85871164340566,9,55.8,490.59,220,0.0,796.39,1446.01,0.0,382.02,2.0,2.0,1.0,2023-01-25,35,Website,1
524,51,F,Divorced,Low,2565.36,285.04,128.59089188196808,9,40.78,429.98,245,230.01,1431.31,0.0,863.26,40.78,1.0,0.0,0.0,2023-10-30,49,Online Banking,0
819,42,F,Married,High,985.26,197.052,80.78944621669343,5,58.98,251.83,166,58.98,241.79,241.81,442.68,0.0,1.0,0.0,0.0,2023-05-06,24,Website,0
801,59,M,Single,Medium,1621.99,231.71285714285713,137.15432180750335,7,60.96,454.68,359,379.12,683.56,0.0,454.68,104.63,0.0,0.0,0.0,2023-09-05,4,Website,0
51,49,M,Divorced,Medium,549.86,183.28666666666666,254.15875537414274,3,23.42,476.36,118,23.42,0.0,476.36,50.08,0.0,0.0,0.0,0.0,2023-10-31,3,Mobile App,1
519,23,F,Divorced,Low,1894.4,210.4888888888889,147.06206950166012,9,19.95,440.76,207,298.12,440.76,416.66999999999996,112.37,626.48,2.0,1.0,0.5,2023-06-09,18,Mobile App,0
114,67,F,Married,Low,2133.28,266.66,144.76997380080482,8,42.8,476.62,333,392.44,435.87,765.05,393.41,146.51,0.0,0.0,0.0,2023-08-02,24,Website,0
219,65,M,Single,Low,1624.32,406.08,63.81871669032525,4,311.0,444.83,202,0.0,440.96,0.0,872.3599999999999,311.0,0.0,0.0,0.0,2023-07-18,26,Online Banking,0
637,68,M,Widowed,Medium,1629.96,203.745,135.27494604904277,8,81.33,458.79,182,0.0,678.27,348.75,367.51,235.43,1.0,1.0,1.0,2023-04-26,48,Online Banking,0
732,21,F,Married,Low,1865.72,207.3022222222222,164.5835029534991,9,5.18,458.37,209,579.5999999999999,189.1,419.92,458.37,218.73,1.0,0.0,0.0,2023-12-16,35,Mobile App,0
55,29,F,Single,Low,1129.35,225.86999999999998,151.0633691534781,5,101.59,433.0,241,0.0,229.41,0.0,774.1800000000001,125.76,0.0,0.0,0.0,2023-08-18,33,Website,0
978,48,F,Married,Medium,1465.5,209.35714285714286,133.69497780573582,7,9.66,392.98,285,102.54,558.15,125.93,9.66,669.22,1.0,0.0,0.0,2023-09-14,26,Mobile App,0
936,25,M,Married,Medium,2591.57,287.95222222222225,175.21056523350538,9,14.83,491.72,274,280.94,949.61,430.63,352.71,577.6800000000001,0.0,0.0,0.0,2023-07-28,29,Mobile App,0
736,67,F,Widowed,Low,576.3,192.1,105.46652122830258,3,70.76,261.75,103,0.0,261.75,243.79,0.0,70.76,1.0,0.0,0.0,2023-03-03,30,Website,0
138,36,M,Divorced,Low,2804.65,350.58125,122.8564564775262,8,120.37,498.24,267,735.5,971.0699999999999,695.88,402.2,0.0,1.0,0.0,0.0,2023-03-20,34,Online Banking,0
339,39,M,Divorced,High,682.9399999999999,170.73499999999999,109.73793160677548,4,55.86,304.27,266,304.27,0.0,111.78,0.0,266.89,1.0,1.0,1.0,2023-04-23,1,Website,0
501,37,M,Married,Low,1317.1799999999998,164.64749999999998,161.43882625139642,8,13.43,438.28,325,344.81,90.9,815.29,13.43,52.75,0.0,0.0,0.0,2023-04-15,25,Online Banking,0
780,67,M,Widowed,Medium,2107.59,301.0842857142857,143.21484604806662,7,55.87,456.25,316,55.87,721.79,717.92,155.76,456.25,1.0,0.0,0.0,2023-10-19,39,Mobile App,0
887,30,F,Married,Medium,812.28,203.07,101.06001352331857,4,74.35,320.69,140,594.3199999999999,217.96,0.0,0.0,0.0,2.0,1.0,0.5,2023-03-11,3,Website,0
914,50,F,Single,Low,1722.8,246.1142857142857,141.64208259519754,7,100.22,468.49,307,423.53,0.0,207.76999999999998,623.01,468.49,2.0,1.0,0.5,2023-07-31,43,Website,0
532,23,M,Divorced,Low,2372.58,296.5725,177.40426349764783,8,48.85,478.9,320,465.2,491.91,1415.47,0.0,0.0,2.0,1.0,0.5,2023-10-22,38,Website,0
659,44,F,Widowed,Low,1658.16,276.36,152.31381565701778,6,59.8,454.77,281,312.38,891.01,0.0,454.77,0.0,2.0,1.0,0.5,2023-09-25,10,Website,0
480,60,M,Widowed,Medium,1351.01,168.87625,141.23542695367092,8,10.01,435.22,230,302.82,680.76,155.09,0.0,212.34,1.0,0.0,0.0,2023-06-09,6,Website,1
279,62,M,Divorced,Medium,1209.94,302.485,190.16950938570568,4,69.63,469.02,159,69.63,914.98,0.0,225.33,0.0,1.0,1.0,1.0,2023-04-12,6,Mobile App,0
907,55,M,Single,Low,54.82,54.82,0.0,1,54.82,54.82,0,54.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-07,25,Website,0
866,24,F,Widowed,High,440.09000000000003,220.04500000000002,145.11952470291516,2,117.43,322.66,16,0.0,0.0,0.0,0.0,440.09000000000003,0.0,0.0,0.0,2023-12-26,49,Website,0
472,27,F,Widowed,Low,2217.2799999999997,246.36444444444442,95.12222940920685,9,85.83,427.46,361,826.41,262.13,203.67,336.75,588.3199999999999,0.0,0.0,0.0,2023-12-30,6,Mobile App,0
995,23,F,Divorced,Low,1020.0,204.0,172.4547333360265,5,73.91,494.9,283,0.0,175.12,124.16,225.82,494.9,1.0,1.0,1.0,2023-07-31,34,Website,1
869,56,M,Married,High,1708.06,244.00857142857143,191.67498232064364,7,30.29,477.36,250,79.01,0.0,30.29,367.48,1231.28,2.0,1.0,0.5,2023-12-15,19,Online Banking,1
831,42,F,Single,High,1417.95,177.24375,96.09419172836915,8,34.36,291.46,333,81.78,345.18,0.0,699.53,291.46,1.0,0.0,0.0,2023-09-03,4,Mobile App,1
627,33,F,Married,Medium,1929.48,321.58,106.35376307399751,6,123.68,412.85,206,397.9,288.34,706.71,412.85,123.68,1.0,1.0,1.0,2023-11-16,49,Website,1
99,53,M,Widowed,Low,889.75,177.95,179.90227499951192,5,23.13,475.22,288,23.13,192.43,147.43,0.0,526.76,0.0,0.0,0.0,2023-02-10,14,Online Banking,0
661,19,M,Divorced,Low,1579.69,197.46125,145.89778451637198,8,16.09,437.18,263,16.09,293.68,437.18,470.68,362.06,0.0,0.0,0.0,2023-10-12,27,Mobile App,0
992,26,M,Single,Low,311.62,311.62,0.0,1,311.62,311.62,0,0.0,0.0,311.62,0.0,0.0,1.0,0.0,0.0,2023-03-26,9,Website,0
468,40,M,Married,High,818.31,204.5775,154.00209270764256,4,48.26,405.82,135,0.0,131.09,638.96,48.26,0.0,0.0,0.0,0.0,2023-12-23,31,Online Banking,0
706,23,F,Divorced,High,104.0,104.0,0.0,1,104.0,104.0,0,104.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-03-27,16,Online Banking,0
750,30,F,Single,High,2600.41,325.05125,144.06624056191254,8,63.34,472.13,310,892.23,467.61,0.0,768.44,472.13,2.0,1.0,0.5,2023-08-21,7,Website,0
477,38,M,Widowed,Medium,806.96,134.49333333333334,106.29413881614859,6,16.38,255.12,327,0.0,16.38,504.44,115.2,170.94,0.0,0.0,0.0,2023-11-20,38,Online Banking,0
912,66,F,Married,Medium,1915.01,212.7788888888889,170.8463539590796,9,12.23,453.12,284,108.11,12.23,598.01,497.84000000000003,698.8199999999999,1.0,0.0,0.0,2023-07-30,6,Mobile App,0
431,57,F,Married,High,233.87,116.935,22.153655454574537,2,101.27,132.6,235,0.0,101.27,0.0,132.6,0.0,1.0,1.0,1.0,2023-05-26,31,Website,0
891,36,F,Divorced,Medium,1602.17,320.434,137.76158383235872,5,160.09,457.88,343,0.0,842.74,0.0,160.09,599.3399999999999,2.0,0.0,0.0,2023-03-15,46,Website,0
746,66,M,Divorced,Medium,604.8199999999999,302.40999999999997,263.708402975711,2,115.94,488.88,272,0.0,0.0,0.0,604.8199999999999,0.0,1.0,1.0,1.0,2023-12-18,30,Mobile App,0
412,61,M,Widowed,Low,184.86,184.86,0.0,1,184.86,184.86,0,0.0,184.86,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,44,Website,0
15,42,M,Divorced,Medium,1914.02,239.2525,118.15795913582316,8,68.63,406.29,330,444.17999999999995,185.6,383.9,425.42,474.92,2.0,0.0,0.0,2023-06-15,44,Online Banking,0
792,46,F,Single,Medium,1381.17,276.23400000000004,76.43826024969434,5,164.41,343.51,243,684.5699999999999,399.41999999999996,297.18,0.0,0.0,2.0,1.0,0.5,2023-08-06,30,Online Banking,0
940,41,M,Divorced,Low,1536.43,219.49,99.62050993645838,7,101.54,352.79,296,783.61,192.34,101.54,352.79,106.15,2.0,1.0,0.5,2023-04-04,27,Mobile App,0
105,67,F,Widowed,Low,1863.6,232.95,142.12403174692164,8,43.61,444.57,323,0.0,364.04999999999995,0.0,852.1,647.45,2.0,0.0,0.0,2023-12-24,30,Website,0
558,55,M,Widowed,High,1722.97,287.1616666666667,166.44585767349895,6,30.81,451.1,325,369.73,716.86,30.81,154.47,451.1,0.0,0.0,0.0,2023-10-24,12,Online Banking,0
459,38,F,Widowed,Low,62.87,62.87,0.0,1,62.87,62.87,0,0.0,0.0,0.0,0.0,62.87,1.0,0.0,0.0,2023-03-13,5,Mobile App,0
78,64,M,Widowed,Low,816.89,272.2966666666667,167.9506351084548,3,78.58,377.08,46,0.0,78.58,0.0,0.0,738.31,1.0,0.0,0.0,2023-10-07,35,Mobile App,0
818,68,M,Married,Medium,1295.74,161.9675,68.16347424705236,8,76.13,264.65,333,0.0,784.5699999999999,263.08,0.0,248.09,1.0,1.0,1.0,2023-03-23,41,Online Banking,0
681,46,M,Married,High,1463.19,365.7975,153.89078754645018,4,162.19,485.88,208,0.0,485.88,483.99,0.0,493.32,0.0,0.0,0.0,2023-06-22,32,Mobile App,0
981,35,M,Divorced,Medium,285.43,285.43,0.0,1,285.43,285.43,0,0.0,285.43,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-23,41,Website,0
10,68,M,Married,High,1397.36,199.62285714285713,158.3819178141122,7,5.86,471.18,285,0.0,35.29,178.78,700.89,482.4,0.0,0.0,0.0,2023-01-13,29,Online Banking,1
515,57,F,Divorced,Low,1639.58,273.2633333333333,195.24630625614063,6,21.16,439.65,334,0.0,502.98,439.65,459.16,237.79,0.0,0.0,0.0,2023-01-06,19,Online Banking,0
261,27,M,Married,Low,489.07,489.07,0.0,1,489.07,489.07,0,0.0,489.07,0.0,0.0,0.0,1.0,0.0,0.0,2023-05-29,49,Online Banking,1
834,62,F,Widowed,Low,1521.8600000000001,304.372,175.28300251307883,5,42.37,486.18,310,740.47,0.0,252.84,528.55,0.0,1.0,0.0,0.0,2023-11-21,45,Mobile App,0
125,57,M,Widowed,Low,744.89,372.445,3.5284628381208787,2,369.95,374.94,97,0.0,0.0,374.94,0.0,369.95,0.0,0.0,0.0,2023-06-21,28,Online Banking,0
541,45,F,Married,Low,185.03,92.515,49.17927663152438,2,57.74,127.29,58,57.74,127.29,0.0,0.0,0.0,2.0,1.0,0.5,2023-09-22,38,Mobile App,0
761,64,M,Married,Low,1309.22,145.4688888888889,115.09007151405855,9,14.01,339.09,346,459.88,0.0,93.69999999999999,0.0,755.64,1.0,1.0,1.0,2023-01-07,45,Online Banking,0
390,23,M,Divorced,Medium,281.95,281.95,0.0,1,281.95,281.95,0,0.0,0.0,0.0,281.95,0.0,0.0,0.0,0.0,2023-02-18,33,Mobile App,0
895,46,F,Married,Low,1649.0800000000002,235.58285714285716,185.70905557836844,7,42.27,463.1,268,459.61,42.27,423.64,463.1,260.46000000000004,0.0,0.0,0.0,2023-09-26,12,Mobile App,0
296,53,M,Divorced,Low,261.24,261.24,0.0,1,261.24,261.24,0,0.0,0.0,0.0,261.24,0.0,1.0,0.0,0.0,2023-12-01,38,Mobile App,0
711,32,F,Single,Medium,391.99,391.99,0.0,1,391.99,391.99,0,0.0,391.99,0.0,0.0,0.0,1.0,0.0,0.0,2023-02-26,11,Website,0
393,33,M,Widowed,Medium,1960.83,245.10375,147.43520019098946,8,44.72,412.06,255,660.04,293.88,0.0,143.04,863.87,1.0,1.0,1.0,2023-12-04,43,Website,0
379,40,F,Single,High,1582.08,197.76,154.50447085533062,8,30.48,488.48,236,635.02,231.48,0.0,386.35,329.23,1.0,1.0,1.0,2023-07-24,29,Online Banking,0
224,42,M,Divorced,Low,2520.32,315.04,183.68013828392006,8,11.41,498.29,293,230.95,11.41,495.5,831.9000000000001,950.56,0.0,0.0,0.0,2023-05-16,5,Website,0
548,49,M,Married,High,2116.14,235.12666666666667,136.39399015352546,9,26.64,384.59,318,656.59,489.22999999999996,373.58,570.1,26.64,0.0,0.0,0.0,2023-11-29,24,Website,0
927,54,M,Married,High,1462.34,292.46799999999996,227.20654066289555,5,8.29,493.07,242,8.29,399.53,561.45,0.0,493.07,0.0,0.0,0.0,2023-06-06,12,Mobile App,1
373,46,M,Married,Medium,267.09,133.545,171.46632336992593,2,12.3,254.79,5,12.3,0.0,0.0,254.79,0.0,1.0,0.0,0.0,2023-05-10,13,Online Banking,0
959,34,M,Divorced,Medium,285.35,285.35,0.0,1,285.35,285.35,0,0.0,0.0,0.0,0.0,285.35,0.0,0.0,0.0,2023-11-17,48,Online Banking,0
17,19,M,Married,Low,1625.27,232.18142857142857,167.27710307835235,7,67.2,444.06,174,431.79,124.02,436.58000000000004,121.62,511.26,2.0,1.0,0.5,2023-09-03,8,Online Banking,0
150,40,F,Widowed,Medium,1193.26,149.1575,133.73184723275796,8,19.9,398.49,313,350.47,194.25,120.10999999999999,398.49,129.94,0.0,0.0,0.0,2023-06-29,38,Mobile App,0
